subject ID,age,gender,handedness,question ID,questionnaire type,delay,condition,value
P22,47,Female,Rigth handed,0,ForcedChoice,0.9,Coupling A,0
P22,47,Female,Rigth handed,0,VAS,0.9,Coupling A,0.1416203
P22,47,Female,Rigth handed,1,VAS,0.9,Coupling A,0.1792371
P22,47,Female,Rigth handed,0,ForcedChoice,0.675,Coupling A,0
P22,47,Female,Rigth handed,0,VAS,0.675,Coupling A,0.1471111
P22,47,Female,Rigth handed,1,VAS,0.675,Coupling A,0.2330035
P22,47,Female,Rigth handed,0,ForcedChoice,0.45,Coupling A,0
P22,47,Female,Rigth handed,0,VAS,0.45,Coupling A,0.1874844
P22,47,Female,Rigth handed,1,VAS,0.45,Coupling A,0.1984674
P22,47,Female,Rigth handed,0,ForcedChoice,0,Coupling A,1
P22,47,Female,Rigth handed,0,VAS,0,Coupling A,0.8397194
P22,47,Female,Rigth handed,1,VAS,0,Coupling A,0.8312237
P22,47,Female,Rigth handed,0,ForcedChoice,0.675,Coupling A,0
P22,47,Female,Rigth handed,0,VAS,0.675,Coupling A,0.2074608
P22,47,Female,Rigth handed,1,VAS,0.675,Coupling A,0.2183955
P22,47,Female,Rigth handed,0,ForcedChoice,0.9,Coupling A,0
P22,47,Female,Rigth handed,0,VAS,0.9,Coupling A,0.1591966
P22,47,Female,Rigth handed,1,VAS,0.9,Coupling A,0.2080013
P22,47,Female,Rigth handed,0,ForcedChoice,0.45,Coupling A,0
P22,47,Female,Rigth handed,0,VAS,0.45,Coupling A,0.1556937
P22,47,Female,Rigth handed,1,VAS,0.45,Coupling A,0.204775
P22,47,Female,Rigth handed,0,ForcedChoice,0.45,Coupling A,0
P22,47,Female,Rigth handed,0,VAS,0.45,Coupling A,0.1405856
P22,47,Female,Rigth handed,1,VAS,0.45,Coupling A,0.1529194
P22,47,Female,Rigth handed,0,ForcedChoice,0.675,Coupling A,0
P22,47,Female,Rigth handed,0,VAS,0.675,Coupling A,0.1862835
P22,47,Female,Rigth handed,1,VAS,0.675,Coupling A,0.196644
P22,47,Female,Rigth handed,0,ForcedChoice,0,Coupling A,1
P22,47,Female,Rigth handed,0,VAS,0,Coupling A,0.9797262
P22,47,Female,Rigth handed,1,VAS,0,Coupling A,0.8316954
P22,47,Female,Rigth handed,0,ForcedChoice,0.225,Coupling A,1
P22,47,Female,Rigth handed,0,VAS,0.225,Coupling A,0.6701078
P22,47,Female,Rigth handed,1,VAS,0.225,Coupling A,0.678209
P22,47,Female,Rigth handed,0,ForcedChoice,0,Coupling A,1
P22,47,Female,Rigth handed,0,VAS,0,Coupling A,0.8365274
P22,47,Female,Rigth handed,1,VAS,0,Coupling A,0.8400837
P22,47,Female,Rigth handed,0,ForcedChoice,0.675,Coupling A,0
P22,47,Female,Rigth handed,0,VAS,0.675,Coupling A,0.2128343
P22,47,Female,Rigth handed,1,VAS,0.675,Coupling A,0.1722014
P22,47,Female,Rigth handed,0,ForcedChoice,0.225,Coupling A,1
P22,47,Female,Rigth handed,0,VAS,0.225,Coupling A,0.7085211
P22,47,Female,Rigth handed,1,VAS,0.225,Coupling A,0.6678476
P22,47,Female,Rigth handed,0,ForcedChoice,0.45,Coupling A,1
P22,47,Female,Rigth handed,0,VAS,0.45,Coupling A,0.7843743
P22,47,Female,Rigth handed,1,VAS,0.45,Coupling A,0.7470321
P22,47,Female,Rigth handed,0,ForcedChoice,0.9,Coupling A,0
P22,47,Female,Rigth handed,0,VAS,0.9,Coupling A,0.8128145
P22,47,Female,Rigth handed,1,VAS,0.9,Coupling A,0.8621219
P22,47,Female,Rigth handed,0,ForcedChoice,0,Coupling A,1
P22,47,Female,Rigth handed,0,VAS,0,Coupling A,0.8628738
P22,47,Female,Rigth handed,1,VAS,0,Coupling A,0.837145
P22,47,Female,Rigth handed,0,ForcedChoice,0.675,Coupling A,0
P22,47,Female,Rigth handed,0,VAS,0.675,Coupling A,0.2429236
P22,47,Female,Rigth handed,1,VAS,0.675,Coupling A,0.2267768
P22,47,Female,Rigth handed,0,ForcedChoice,0.225,Coupling A,1
P22,47,Female,Rigth handed,0,VAS,0.225,Coupling A,0.8190724
P22,47,Female,Rigth handed,1,VAS,0.225,Coupling A,0.8429059
P22,47,Female,Rigth handed,0,ForcedChoice,0.675,Coupling A,1
P22,47,Female,Rigth handed,0,VAS,0.675,Coupling A,0.5136977
P22,47,Female,Rigth handed,1,VAS,0.675,Coupling A,0.498114
P22,47,Female,Rigth handed,0,ForcedChoice,0.225,Coupling A,1
P22,47,Female,Rigth handed,0,VAS,0.225,Coupling A,0.8503339
P22,47,Female,Rigth handed,1,VAS,0.225,Coupling A,0.804253
P22,47,Female,Rigth handed,0,ForcedChoice,0.9,Coupling A,1
P22,47,Female,Rigth handed,0,VAS,0.9,Coupling A,0.7778971
P22,47,Female,Rigth handed,1,VAS,0.9,Coupling A,0.8147311
P22,47,Female,Rigth handed,0,ForcedChoice,0.9,Coupling A,0
P22,47,Female,Rigth handed,0,VAS,0.9,Coupling A,0.0627615
P22,47,Female,Rigth handed,1,VAS,0.9,Coupling A,0.1302354
P22,47,Female,Rigth handed,0,ForcedChoice,0,Coupling A,0
P22,47,Female,Rigth handed,0,VAS,0,Coupling A,0.1688559
P22,47,Female,Rigth handed,1,VAS,0,Coupling A,0.1909635
P22,47,Female,Rigth handed,0,ForcedChoice,0.45,Coupling A,0
P22,47,Female,Rigth handed,0,VAS,0.45,Coupling A,0.1900275
P22,47,Female,Rigth handed,1,VAS,0.45,Coupling A,0.2138188
P22,47,Female,Rigth handed,0,ForcedChoice,0.225,Coupling A,0
P22,47,Female,Rigth handed,0,VAS,0.225,Coupling A,0.4538611
P22,47,Female,Rigth handed,1,VAS,0.225,Coupling A,0.5069536
P22,47,Female,Rigth handed,0,ForcedChoice,0,Coupling A,0
P22,47,Female,Rigth handed,0,VAS,0,Coupling A,0.23573
P22,47,Female,Rigth handed,1,VAS,0,Coupling A,0.2595748
P22,47,Female,Rigth handed,0,ForcedChoice,0.9,Coupling A,0
P22,47,Female,Rigth handed,0,VAS,0.9,Coupling A,0.2230421
P22,47,Female,Rigth handed,1,VAS,0.9,Coupling A,0.1909769
P22,47,Female,Rigth handed,0,ForcedChoice,0,Coupling A,1
P22,47,Female,Rigth handed,0,VAS,0,Coupling A,0.8516918
P22,47,Female,Rigth handed,1,VAS,0,Coupling A,0.8194627
P22,47,Female,Rigth handed,0,ForcedChoice,0.225,Coupling A,1
P22,47,Female,Rigth handed,0,VAS,0.225,Coupling A,0.8265981
P22,47,Female,Rigth handed,1,VAS,0.225,Coupling A,0.8300162
P22,47,Female,Rigth handed,0,ForcedChoice,0.225,Coupling A,1
P22,47,Female,Rigth handed,0,VAS,0.225,Coupling A,0.7885212
P22,47,Female,Rigth handed,1,VAS,0.225,Coupling A,0.8309814
P22,47,Female,Rigth handed,0,ForcedChoice,0.45,Coupling A,0
P22,47,Female,Rigth handed,0,VAS,0.45,Coupling A,0.2525787
P22,47,Female,Rigth handed,1,VAS,0.45,Coupling A,0.1906406
P22,47,Female,Rigth handed,0,ForcedChoice,0.45,Coupling A,1
P22,47,Female,Rigth handed,0,VAS,0.45,Coupling A,0.7881831
P22,47,Female,Rigth handed,1,VAS,0.45,Coupling A,0.7800391
P22,47,Female,Rigth handed,0,ForcedChoice,0.675,Coupling A,0
P22,47,Female,Rigth handed,0,VAS,0.675,Coupling A,0.1938578
P22,47,Female,Rigth handed,1,VAS,0.675,Coupling A,0.2154047
P22,47,Female,Rigth handed,0,ForcedChoice,0.9,Coupling A,0
P22,47,Female,Rigth handed,0,VAS,0.9,Coupling A,0.1891041
P22,47,Female,Rigth handed,1,VAS,0.9,Coupling A,0.1680112
